episode,task,phase,success,error,wall_ms,cpu_user_ms,cpu_sys_ms,peak_rss_kb,read_bytes,write_bytes,semantic,recovery,local_repair,structural_change,derived,active,structure_bytes,avg_depth,max_depth,uniform,model_calls,model_input_tokens,model_output_tokens
31,novel_18,novel,1,,12.318,4.319,4.074,116168,0,4096,2,0,0,1,5,7,1583,1.4,2,1,0,0,0
32,novel_19,novel,1,,12.44,5.123,3.627,116168,0,4096,2,0,0,1,5,7,1590,1.4,2,1,0,0,0
33,novel_20,novel,1,,12.802,8.837,0.0,116172,0,4096,2,0,0,1,5,7,1601,1.4,2,1,0,0,0
34,novel_21,novel,1,,14.756,11.919,0.0,116176,0,4096,1,0,0,1,5,7,1636,1.4,2,1,0,0,0
35,novel_22,novel,1,,25.148,13.596,9.589,118508,0,4096,1,0,0,1,5,7,1640,1.4,2,1,0,0,0
36,novel_23,novel,1,,13.877,9.949,0.0,116188,0,4096,2,0,0,1,5,7,1653,1.4,2,1,0,0,0
37,novel_24,novel,1,,14.453,7.422,3.361,116192,0,4096,2,0,0,1,5,7,1660,1.4,2,1,0,0,0
38,novel_00,repeat,1,,13.839,9.593,0.323,116192,0,4096,1,0,0,0,5,7,1657,1.4,2,1,0,0,0
39,novel_01,repeat,1,,16.345,9.005,4.403,116200,0,4096,1,0,0,0,5,7,1678,1.4,2,1,0,0,0
40,novel_02,repeat,1,,24.065,18.382,3.302,232408,0,4096,1,0,0,0,5,7,1668,1.4,2,1,0,0,0
41,novel_03,repeat,1,,14.905,10.106,0.0,116208,0,4096,1,0,0,0,5,7,1667,1.4,2,1,0,0,0
42,novel_04,repeat,1,,13.926,8.828,1.252,116208,0,4096,1,0,0,0,5,7,1660,1.4,2,1,0,0,0
43,novel_05,repeat,1,,14.356,9.692,0.963,116208,0,4096,1,0,0,0,5,7,1657,1.4,2,1,0,0,0
44,novel_06,repeat,1,,15.816,6.683,6.205,116212,0,4096,1,0,0,0,5,7,1678,1.4,2,1,0,0,0
45,novel_07,repeat,1,,24.857,15.515,7.629,118544,0,4096,1,0,0,0,5,7,1668,1.4,2,1,0,0,0
46,novel_08,repeat,1,,14.074,4.269,6.24,116224,0,4096,1,0,0,0,5,7,1667,1.4,2,1,0,0,0
47,novel_09,repeat,1,,13.925,9.348,0.891,116224,0,4096,1,0,0,0,5,7,1660,1.4,2,1,0,0,0
48,novel_10,repeat,1,,14.5,7.906,2.984,116224,0,4096,1,0,0,0,5,7,1657,1.4,2,1,0,0,0
49,novel_11,repeat,1,,15.735,12.245,0.614,116224,0,4096,1,0,0,0,5,7,1678,1.4,2,1,0,0,0
50,daily_file,drift,1,,14.004,7.481,2.742,116224,0,4096,1,0,1,2,6,7,1707,1.667,3,1,0,0,0
51,daily_http,drift,1,,17.003,13.963,0.119,116224,0,4096,1,0,1,1,6,7,1709,1.667,3,1,0,0,0
52,daily_hash,drift,1,,25.306,17.341,7.261,118088,0,4096,1,0,1,1,6,7,1708,1.667,3,1,0,0,0
53,tail_0,evict,1,,15.86,7.866,3.87,116236,0,4096,1,0,0,1,6,7,1715,1.667,3,1,0,0,0
54,tail_1,evict,1,,18.288,11.545,3.869,116244,0,4096,1,0,0,1,6,7,1746,1.667,3,1,0,0,0
55,tail_2,evict,1,,27.214,15.535,10.602,118300,0,4096,1,0,0,1,6,7,1746,1.667,3,1,0,0,0
56,tail_3,evict,1,,17.279,8.764,4.628,116248,0,4096,2,0,0,2,7,7,1784,1.857,3,1,0,0,0
57,tail_4,evict,1,,18.263,14.581,0.0,116252,0,8192,2,0,0,2,8,7,1801,1.875,3,1,0,0,0
58,tail_5,evict,1,,19.478,15.245,0.292,116256,0,4096,1,0,0,1,8,7,1805,1.875,3,1,0,0,0
59,tail_6,evict,1,,22.049,16.327,2.781,116256,0,4096,1,0,0,1,8,7,1830,1.875,3,1,0,0,0
60,daily_http,ancestral,1,,22.998,16.106,4.095,116260,0,4096,2,1,0,1,8,7,1835,1.875,3,1,0,0,0
61,daily_http,post_recovery,1,,22.812,16.014,4.08,116260,0,4096,1,0,0,0,8,7,1835,1.875,3,1,0,0,0
62,daily_file,ancestral,1,,19.585,15.725,0.12,116260,0,4096,2,1,0,1,8,7,1815,1.875,3,1,0,0,0
63,daily_file,post_recovery,1,,19.672,15.899,0.0,116260,0,4096,1,0,0,0,8,7,1815,1.875,3,1,0,0,0
64,daily_hash,ancestral,1,,32.049,23.987,7.665,118580,0,4096,2,1,0,1,8,7,1813,1.875,3,1,0,0,0
65,daily_hash,post_recovery,1,,25.686,23.047,5.31,118596,0,4096,1,0,0,0,8,7,1813,1.875,3,1,0,0,0
